Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_10 Spectral Count	C_11 Spectral Count	C_12 Spectral Count	C_13 Spectral Count	C_14 Spectral Count	C_15 Spectral Count	C_16 Spectral Count	C_17 Spectral Count	C_18 Spectral Count	C_19 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	C_4 Spectral Count	C_5 Spectral Count	C_6 Spectral Count	C_7 Spectral Count	C_8 Spectral Count	C_9 Spectral Count	HCC_1 Spectral Count	HCC_10 Spectral Count	HCC_11 Spectral Count	HCC_12 Spectral Count	HCC_13 Spectral Count	HCC_14 Spectral Count	HCC_15 Spectral Count	HCC_16 Spectral Count	HCC_17 Spectral Count	HCC_18 Spectral Count	HCC_19 Spectral Count	HCC_2 Spectral Count	HCC_3 Spectral Count	HCC_4 Spectral Count	HCC_5 Spectral Count	HCC_6 Spectral Count	HCC_7 Spectral Count	HCC_8 Spectral Count	HCC_9 Spectral Count	C_1 Unique Spectral Count	C_10 Unique Spectral Count	C_11 Unique Spectral Count	C_12 Unique Spectral Count	C_13 Unique Spectral Count	C_14 Unique Spectral Count	C_15 Unique Spectral Count	C_16 Unique Spectral Count	C_17 Unique Spectral Count	C_18 Unique Spectral Count	C_19 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	C_4 Unique Spectral Count	C_5 Unique Spectral Count	C_6 Unique Spectral Count	C_7 Unique Spectral Count	C_8 Unique Spectral Count	C_9 Unique Spectral Count	HCC_1 Unique Spectral Count	HCC_10 Unique Spectral Count	HCC_11 Unique Spectral Count	HCC_12 Unique Spectral Count	HCC_13 Unique Spectral Count	HCC_14 Unique Spectral Count	HCC_15 Unique Spectral Count	HCC_16 Unique Spectral Count	HCC_17 Unique Spectral Count	HCC_18 Unique Spectral Count	HCC_19 Unique Spectral Count	HCC_2 Unique Spectral Count	HCC_3 Unique Spectral Count	HCC_4 Unique Spectral Count	HCC_5 Unique Spectral Count	HCC_6 Unique Spectral Count	HCC_7 Unique Spectral Count	HCC_8 Unique Spectral Count	HCC_9 Unique Spectral Count	C_1 Total Spectral Count	C_10 Total Spectral Count	C_11 Total Spectral Count	C_12 Total Spectral Count	C_13 Total Spectral Count	C_14 Total Spectral Count	C_15 Total Spectral Count	C_16 Total Spectral Count	C_17 Total Spectral Count	C_18 Total Spectral Count	C_19 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	C_4 Total Spectral Count	C_5 Total Spectral Count	C_6 Total Spectral Count	C_7 Total Spectral Count	C_8 Total Spectral Count	C_9 Total Spectral Count	HCC_1 Total Spectral Count	HCC_10 Total Spectral Count	HCC_11 Total Spectral Count	HCC_12 Total Spectral Count	HCC_13 Total Spectral Count	HCC_14 Total Spectral Count	HCC_15 Total Spectral Count	HCC_16 Total Spectral Count	HCC_17 Total Spectral Count	HCC_18 Total Spectral Count	HCC_19 Total Spectral Count	HCC_2 Total Spectral Count	HCC_3 Total Spectral Count	HCC_4 Total Spectral Count	HCC_5 Total Spectral Count	HCC_6 Total Spectral Count	HCC_7 Total Spectral Count	HCC_8 Total Spectral Count	HCC_9 Total Spectral Count	C_1 Intensity	C_10 Intensity	C_11 Intensity	C_12 Intensity	C_13 Intensity	C_14 Intensity	C_15 Intensity	C_16 Intensity	C_17 Intensity	C_18 Intensity	C_19 Intensity	C_2 Intensity	C_3 Intensity	C_4 Intensity	C_5 Intensity	C_6 Intensity	C_7 Intensity	C_8 Intensity	C_9 Intensity	HCC_1 Intensity	HCC_10 Intensity	HCC_11 Intensity	HCC_12 Intensity	HCC_13 Intensity	HCC_14 Intensity	HCC_15 Intensity	HCC_16 Intensity	HCC_17 Intensity	HCC_18 Intensity	HCC_19 Intensity	HCC_2 Intensity	HCC_3 Intensity	HCC_4 Intensity	HCC_5 Intensity	HCC_6 Intensity	HCC_7 Intensity	HCC_8 Intensity	HCC_9 Intensity	Indistinguishable Proteins
sp|Q14515|SPRL1_HUMAN	Q14515	SPRL1_HUMAN	SPARCL1	664	Homo sapiens	1:Experimental evidence at protein level	SPARC-like protein 1	0.9995	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233230.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14517|FAT1_HUMAN	Q14517	FAT1_HUMAN	FAT1	4588	Homo sapiens	1:Experimental evidence at protein level	Protocadherin Fat 1	1.0	0.999	2	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273674.44	574418.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2079494.8	321690.38	0.0	162367.0	0.0	0.0	
sp|Q14524|SCN5A_HUMAN	Q14524	SCN5A_HUMAN	SCN5A	2016	Homo sapiens	1:Experimental evidence at protein level	Sodium channel protein type 5 subunit alpha	0.5938	0.9926	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14534|ERG1_HUMAN	Q14534	ERG1_HUMAN	SQLE	574	Homo sapiens	1:Experimental evidence at protein level	Squalene monooxygenase	1.0	0.999	5	19	19	19	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2	3	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2	3	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2	3	0	0	0	0	1	0	0	0	0	0	5	0.0	0.0	0.0	0.0	0.0	2702517.0	114705.375	0.0	0.0	0.0	124642.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224607.36	1976369.4	2161964.2	323831.06	1786872.4	2104529.8	810809.75	229970.56	0.0	178034.0	808467.0	6702060.5	0.0	0.0	0.0	849125.75	676832.9	4028658.8	
sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase A5	1.0	0.999	16	163	163	163	6	4	6	5	8	6	5	2	9	2	7	5	2	5	6	7	5	11	1	7	5	8	1	2	6	9	0	2	1	0	8	7	1	1	0	0	1	2	6	4	6	5	8	6	5	2	9	2	7	5	2	5	6	7	5	11	1	7	5	8	1	2	6	9	0	2	1	0	8	7	1	1	0	0	1	2	6	4	6	5	8	6	5	2	9	2	7	5	2	5	6	7	5	11	1	7	5	8	1	2	6	9	0	2	1	0	8	7	1	1	0	0	1	2	1.1431757E7	1.2468168E7	7379571.5	6331851.5	1.4600427E7	1.3539183E7	5308516.0	7728045.0	9573719.0	3048529.0	1.094505E7	9760886.0	3644681.0	2741884.0	6151005.5	8184184.0	9733026.0	1.5880674E7	1989213.8	1.2073382E7	6694989.0	1.3567884E7	1300836.6	4820914.0	1.1402534E7	6307856.0	290432.7	2299826.5	2728963.5	284403.16	1.2879738E7	1.945813E7	5419205.5	2671388.8	467802.25	913270.7	3246974.8	2743847.5	
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.0	0.999	6	132	99	132	4	3	4	4	3	5	5	4	4	1	6	5	6	5	5	4	4	3	5	0	0	7	0	3	2	0	1	3	4	6	3	5	4	3	0	2	6	3	3	1	3	3	2	4	4	3	3	1	5	4	5	4	4	3	4	2	4	0	0	5	0	1	1	0	1	2	3	5	3	3	3	2	0	2	4	2	4	3	4	4	3	5	5	4	4	1	6	5	6	5	5	4	4	3	5	0	0	7	0	3	2	0	1	3	4	6	3	5	4	3	0	2	6	3	3937730.5	4852789.0	2247989.5	3606255.0	2501724.0	3463484.8	1866480.8	3962857.5	3469929.5	1497973.6	2227237.8	3523387.0	2618809.8	1139854.2	3291041.2	2879148.2	2238214.0	3398960.8	2891742.5	1488456.2	487597.88	7341333.0	639074.9	1496083.9	2148737.0	1510736.5	479890.56	1416885.4	2883451.5	2222202.8	3944214.2	7283987.0	6853820.0	2094068.9	0.0	1440890.9	4441025.5	1744158.8	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	0.9138	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	592986.06	405851.97	148797.19	0.0	0.0	0.0	44287.938	0.0	0.0	161559.78	0.0	0.0	0.0	0.0	0.0	358023.78	0.0	0.0	
sp|Q14571|ITPR2_HUMAN	Q14571	ITPR2_HUMAN	ITPR2	2701	Homo sapiens	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2	1.0	0.999	10	26	26	26	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	5	0	1	6	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	5	0	1	6	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	5	0	1	6	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	1	1	0	709856.8	137778.08	54717.89	55410.426	79306.68	592502.0	63964.87	1950656.9	74914.86	58754.82	99636.336	1290794.8	211866.5	102508.71	771956.4	261966.53	905928.8	741227.3	1319506.8	2087433.9	107092.195	0.0	47568.234	43149.3	67595.15	541001.2	106014.375	30614.611	30932.54	0.0	1522362.2	1337261.1	123429.484	0.0	30326.26	107202.9	92869.086	257089.31	
sp|Q14596|NBR1_HUMAN	Q14596	NBR1_HUMAN	NBR1	966	Homo sapiens	1:Experimental evidence at protein level	Next to BRCA1 gene 1 protein	0.9995	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139349.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H4	1.0	0.999	25	410	410	410	13	10	19	6	13	18	7	5	5	3	15	13	7	3	5	12	10	16	8	8	11	26	6	17	10	10	7	19	8	11	16	15	8	16	13	7	9	5	13	10	19	6	13	18	7	5	5	3	15	13	7	3	5	12	10	16	8	8	11	26	6	17	10	10	7	19	8	11	16	15	8	16	13	7	9	5	13	10	19	6	13	18	7	5	5	3	15	13	7	3	5	12	10	16	8	8	11	26	6	17	10	10	7	19	8	11	16	15	8	16	13	7	9	5	1.4075476E7	2.8520884E7	1.5710267E7	5549723.0	1.1826339E7	1.8083936E7	4188663.5	5508433.5	5805253.0	1984190.8	1.1713207E7	8468080.0	4320130.5	1811303.8	4550155.5	1.0491198E7	5549946.5	2.2858872E7	5914377.0	1.0441426E7	9057867.0	3.0952096E7	4574454.0	2.1873254E7	8792105.0	5468299.5	2623571.8	1.7341724E7	6348118.0	9200627.0	1.6026998E7	3.6779104E7	1.8520162E7	1.7091722E7	1.2493001E7	6195005.5	9567437.0	4955689.5	
sp|Q14651|PLSI_HUMAN	Q14651	PLSI_HUMAN	PLS1	629	Homo sapiens	1:Experimental evidence at protein level	Plastin-1	1.0	0.999	9	15	15	134	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	1	0	3	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	1	0	3	1	0	1	0	0	0	1	3	3	4	3	3	5	3	3	3	4	4	3	3	3	4	2	3	4	3	4	3	2	3	4	3	5	6	3	3	3	7	4	3	3	3	3	4	5	1033142.0	1490104.5	838651.5	0.0	561559.6	2095328.8	566972.25	147491.45	226876.3	251878.17	1013135.0	1360977.5	0.0	203252.44	195481.73	258261.1	510417.88	169276.64	496556.38	1482021.5	0.0	1695812.6	1413369.9	965083.2	1575541.2	1280502.0	764432.5	770300.4	850716.8	0.0	3114159.5	1892312.8	2506959.0	1483712.5	387379.94	573648.8	1487149.5	1294908.2	
sp|Q14653|IRF3_HUMAN	Q14653	IRF3_HUMAN	IRF3	427	Homo sapiens	1:Experimental evidence at protein level	Interferon regulatory factor 3	0.8555	0.9982	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14657|LAGE3_HUMAN	Q14657	LAGE3_HUMAN	LAGE3	143	Homo sapiens	1:Experimental evidence at protein level	EKC/KEOPS complex subunit LAGE3	0.9158	0.999	1	18	18	18	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	472020.4	0.0	0.0	0.0	223470.61	380238.75	180469.16	0.0	193210.56	100917.68	194229.98	210262.86	21204.76	70110.54	119216.62	212301.72	0.0	0.0	0.0	637254.94	0.0	715284.75	260992.25	448146.0	703497.0	321270.22	111548.46	215117.86	0.0	0.0	595858.9	0.0	0.0	0.0	398681.2	352675.25	379742.5	328442.1	
sp|Q14677|EPN4_HUMAN	Q14677	EPN4_HUMAN	CLINT1	625	Homo sapiens	1:Experimental evidence at protein level	Clathrin interactor 1	1.0	0.999	12	144	144	144	7	3	4	3	4	3	3	1	3	2	3	3	3	4	4	9	3	4	5	6	3	3	5	3	3	5	4	2	2	7	5	3	4	1	3	8	4	2	7	3	4	3	4	3	3	1	3	2	3	3	3	4	4	9	3	4	5	6	3	3	5	3	3	5	4	2	2	7	5	3	4	1	3	8	4	2	7	3	4	3	4	3	3	1	3	2	3	3	3	4	4	9	3	4	5	6	3	3	5	3	3	5	4	2	2	7	5	3	4	1	3	8	4	2	3770029.2	865420.9	564526.9	332778.9	545523.8	829672.4	347795.47	1103924.8	293800.4	398062.12	538456.75	693164.2	410604.78	268046.28	1138632.9	2778176.2	765015.3	1796968.2	1370339.9	2928671.8	2286640.0	1903591.5	966034.1	1210954.5	463641.78	1489707.9	652984.5	713190.56	670242.75	2309274.8	943410.75	4427003.5	1622742.5	623331.9	1035592.25	2585539.2	528851.75	573385.44	
sp|Q14683|SMC1A_HUMAN	Q14683	SMC1A_HUMAN	SMC1A	1233	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 1A	1.0	0.999	4	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	710748.2	849917.7	45204.902	56365.438	73647.26	0.0	283769.16	97324.61	263221.47	0.0	598720.3	0.0	637280.1	435402.12	0.0	247183.14	217768.39	0.0	0.0	
sp|Q14693|LPIN1_HUMAN	Q14693	LPIN1_HUMAN	LPIN1	890	Homo sapiens	1:Experimental evidence at protein level	Phosphatidate phosphatase LPIN1	0.9988	0.9988	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	399096.62	0.0	0.0	0.0	113824.53	0.0	268730.94	0.0	721637.4	214783.84	0.0	0.0	348944.4	0.0	0.0	
sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 10	0.9934	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183039.78	105190.43	0.0	0.0	0.0	0.0	0.0	1128155.6	460075.06	0.0	0.0	0.0	0.0	156066.16	152061.53	0.0	0.0	249627.81	0.0	748947.44	0.0	0.0	122380.18	0.0	0.0	0.0	
sp|Q14696|MESD_HUMAN	Q14696	MESD_HUMAN	MESD	234	Homo sapiens	1:Experimental evidence at protein level	LRP chaperone MESD	1.0	0.999	7	93	93	93	4	1	2	1	4	4	3	1	2	2	4	3	1	2	3	5	1	6	3	2	1	2	1	2	3	4	3	2	2	4	3	3	2	2	2	1	1	1	4	1	2	1	4	4	3	1	2	2	4	3	1	2	3	5	1	6	3	2	1	2	1	2	3	4	3	2	2	4	3	3	2	2	2	1	1	1	4	1	2	1	4	4	3	1	2	2	4	3	1	2	3	5	1	6	3	2	1	2	1	2	3	4	3	2	2	4	3	3	2	2	2	1	1	1	3977088.2	1495730.1	764804.75	867732.25	2240731.2	1963025.8	793046.25	826026.5	1227108.6	390482.44	1410692.0	1363688.1	431152.38	403637.75	1269510.2	2672991.0	654013.0	2994018.8	1123815.0	2416376.5	564963.94	2389822.2	214718.4	1930118.4	1673165.1	946632.6	581451.4	802363.5	583856.6	2752988.8	3803278.8	3350745.5	2698914.2	624881.7	2579276.5	1119598.2	1047204.5	546467.4	
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens	1:Experimental evidence at protein level	Neutral alpha-glucosidase AB	1.0	0.999	43	1728	1728	1728	54	56	51	41	54	51	42	47	56	44	51	39	42	30	46	56	32	47	34	49	48	64	26	46	50	50	36	42	45	23	54	57	74	45	39	30	36	41	54	56	51	41	54	51	42	47	56	44	51	39	42	30	46	56	32	47	34	49	48	64	26	46	50	50	36	42	45	23	54	57	74	45	39	30	36	41	54	56	51	41	54	51	42	47	56	44	51	39	42	30	46	56	32	47	34	49	48	64	26	46	50	50	36	42	45	23	54	57	74	45	39	30	36	41	9.418336E7	1.38658272E8	6.3982144E7	5.1899036E7	7.7752392E7	1.20630928E8	3.7795248E7	7.2596848E7	9.5068264E7	3.5743804E7	7.0410384E7	8.8437944E7	3.9773304E7	1.867952E7	4.9820072E7	7.5412712E7	4.3448576E7	8.2715424E7	3.1849022E7	9.8336752E7	8.1589096E7	1.64156512E8	3.70288E7	8.2908024E7	7.6236024E7	6.1434912E7	2.534637E7	4.890964E7	5.0221948E7	2.3400858E7	1.4204096E8	2.24525904E8	2.97181824E8	7.2557592E7	5.4233736E7	4.503286E7	4.3964196E7	4.0218004E7	
sp|Q14699|RFTN1_HUMAN	Q14699	RFTN1_HUMAN	RFTN1	578	Homo sapiens	1:Experimental evidence at protein level	Raftlin	1.0	0.999	5	11	11	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	622289.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145034.58	0.0	0.0	0.0	0.0	0.0	2325842.2	0.0	48522.62	21665.725	0.0	389184.53	680977.8	0.0	1090883.8	0.0	0.0	0.0	4358151.5	0.0	0.0	0.0	203623.2	537367.5	858881.06	
sp|Q14728|S75A1_HUMAN	Q14728	S75A1_HUMAN	SLC75A1	455	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 75 member 1	0.9753	0.9988	1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99872.82	226678.02	0.0	0.0	0.0	0.0	46010.426	0.0	73122.47	0.0	43607.004	0.0	248040.5	0.0	0.0	33577.953	0.0	0.0	0.0	
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens	1:Experimental evidence at protein level	Delta(14)-sterol reductase LBR	1.0	0.999	3	18	18	18	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	1	4	0	0	1	1	0	0	129759.17	0.0	147765.16	0.0	0.0	0.0	289154.38	0.0	0.0	0.0	153271.92	505400.62	241566.5	71223.94	0.0	0.0	691565.75	0.0	0.0	1225513.0	1771087.2	275425.1	155034.31	0.0	206486.86	591451.1	136062.92	284781.47	0.0	138402.77	788395.6	6562137.0	0.0	0.0	332886.66	752640.6	384916.62	497392.44	
sp|Q14746|COG2_HUMAN	Q14746	COG2_HUMAN	COG2	738	Homo sapiens	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 2	1.0	0.9984	3	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	261052.03	0.0	0.0	0.0	0.0	0.0	157180.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	897085.06	226368.95	449312.62	0.0	360374.88	664265.1	0.0	173882.38	0.0	0.0	0.0	543847.56	693863.2	0.0	0.0	483848.84	698999.44	0.0	0.0	
