Protein,Gene,Protein Length,Organism,Description,C_1 ,C_10 ,C_11 ,C_12 ,C_13 ,C_14 ,C_15 ,C_16 ,C_17 ,C_18 ,C_19 ,C_2 ,C_3 ,C_4 ,C_5 ,C_6 ,C_7 ,C_8 ,C_9 ,HCC_1 ,HCC_10 ,HCC_11 ,HCC_12 ,HCC_13 ,HCC_14 ,HCC_15 ,HCC_16 ,HCC_17 ,HCC_18 ,HCC_19 ,HCC_2 ,HCC_3 ,HCC_4 ,HCC_5 ,HCC_6 ,HCC_7 ,HCC_8 ,HCC_9 
P29401,TKT,623,Homo sapiens,Transketolase,5.3963184E7,1.58076048E8,4.4336564E7,4.1684692E7,6.2115412E7,9.1018264E7,3.012662E7,5.2890984E7,3.944894E7,2.6019292E7,6.1054748E7,4.7725692E7,2.1730028E7,1.8881344E7,5.7978104E7,3.0828158E7,4.8151932E7,6.0720216E7,2.5342812E7,5.5895312E7,6.7032264E7,1.07180024E8,1.51976032E8,2.46963696E8,1.94580912E8,6.7622632E7,2.0545224E8,8.3285144E7,4.07202E7,1.57604064E8,2.71423968E8,1.8919824E8,1.14590792E8,7.6858464E7,6.5489308E7,3.4650992E8,8.7192128E7,1.00163304E8
P29466,CASP1,404,Homo sapiens,Caspase-1,0,3871251.8,436611.3,75837.875,884038.44,1568855.8,726193.8,248126.77,611518.9,0,389953.34,905302.4,146139.61,547625.75,0,0,785910.7,78775.96,0,1953525.6,100717.664,819772.25,0,2659656.5,1341890.6,942649.2,537365.06,1286577,362574.72,371188.56,778995.25,1448002.8,1592389.5,401497.06,241897.84,2650606.5,919996.44,862256.1
P29536,LMOD1,600,Homo sapiens,Leiomodin-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398099.2,0,0,0,0,0,0,0,322865.9,0,0,0,606993.4,0,0,0,0,0,0
P29590,PML,882,Homo sapiens,Protein PML,712908.2,2377775.2,864172.25,367456.34,1834788.2,2630390.5,341593,530141.75,271999.38,327310.8,1442978,1528832.5,561556.1,617166.75,539753.6,396871.78,280255,884408.56,0,5189251,251714.8,1016353.4,1028358.1,403587.06,2543754,1686755,435548.16,4642423,787752.9,3606656,903295.8,6379276.5,2238898.2,1233281,2119001,4639188.5,3502097,1716520.5
P29622,SERPINA4,427,Homo sapiens,Kallistatin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338694.03,0,0,0,0,1382804.4,0,173412.72,0,0,0,1812142.1,0,1159333.5,0,0,0,0
P29692,EEF1D,281,Homo sapiens,Elongation factor 1-delta,3.7733284E7,3.0836364E7,1.5364418E7,1.2887241E7,1.5434114E7,1.985439E7,6959765,2.2274768E7,1.6305479E7,1.0315874E7,1.6641034E7,1.5876491E7,1.092869E7,9115244,1.6865754E7,2.5590728E7,1.2880099E7,2.8433526E7,1.5513822E7,4.331678E7,2.1056942E7,1.9849282E7,3.8324272E7,5.4570268E7,2.4289156E7,2.4986402E7,1.7321094E7,1.9961304E7,2.7444794E7,2.7062184E7,3.7556728E7,7.6473552E7,3.604832E7,2.5518606E7,1.6032274E7,3.5795128E7,2.1397316E7,3.5030908E7
P29728,OAS2,719,Homo sapiens,2'-5'-oligoadenylate synthase 2,0,240519.66,55254.918,0,215416.28,189453.14,532417,0,182448.23,43468.676,161859.36,134397.66,0,1253892.4,0,0,149299.6,0,0,0,0,0,0,234738.39,107256.695,255693.81,214070.1,161576.36,0,162808.1,186911.53,0,872235.9,0,0,356746.1,97489.18,157188.53
P29762,CRABP1,137,Homo sapiens,Cellular retinoic acid-binding protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2503035E7,0,0,0,0,0,0,0,0
P29966,MARCKS,332,Homo sapiens,Myristoylated alanine-rich C-kinase substrate,661606.6,0,334029.3,0,0,972519.1,328612.75,0,0,0,0,0,0,55198.227,71693.62,162193.48,196814.86,158859.84,0,1960444.8,776851.75,0,685911.06,0,0,1126059.1,626225,1554346.5,0,931783.25,656608.6,498273.1,0,0,0,0,427204.25,418090.66
P29972,AQP1,269,Homo sapiens,Aquaporin-1,0,0,0,0,0,568560,0,0,0,0,0,179721.33,0,267123.75,0,0,0,0,0,1348319.9,0,0,0,0,0,0,0,1372796.2,0,0,743657.9,3132620,0,0,603156.2,0,0,291531.56
P29992,GNA11,359,Homo sapiens,Guanine nucleotide-binding protein subunit alpha-11,0,355757.66,105478.91,201162.1,0,0,0,0,75327.39,0,38351,0,0,0,0,0,0,0,0,619127.8,77565.95,0,407025.9,207000.98,0,103323.84,0,560404.6,80777.66,195605.92,0,1686986.2,735172.75,59545.06,313130.1,49566.285,0,244886.28
P30038,ALDH4A1,563,Homo sapiens,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",1.71218992E8,6.1242208E8,1.85245136E8,2.71999232E8,3.511392E8,2.71724544E8,1.06932672E8,3.04366272E8,3.52230144E8,1.67698416E8,3.57294368E8,2.95621408E8,1.71572496E8,6.877216E7,2.07999056E8,2.92611456E8,1.819016E8,2.68902208E8,2.28823488E8,1.96914288E8,4.9534212E7,3.1237642E7,9.3538288E7,1.5664944E8,3.94742368E8,5.58062E7,4.1962212E7,9.3303208E7,1.54771232E8,4.1655064E7,4.92539584E8,1.71393888E8,2.7499056E8,3.16198624E8,1.39211776E8,2.18911104E8,1.66329344E8,1.30004976E8
P30039,PBLD,288,Homo sapiens,Phenazine biosynthesis-like domain-containing protein,5.2828304E7,1.22432952E8,4.9464356E7,5.8560344E7,5.2400916E7,4.2313836E7,2.9255488E7,1.06892584E8,4.6830512E7,2.414011E7,3.6998604E7,7.063568E7,4.4528256E7,1.0390508E7,4.4443516E7,5.6277936E7,3.9421328E7,7.5737232E7,4.9753656E7,2079550.2,1846093.9,6628872.5,3211964.8,3.1552924E7,2.2986566E7,2124199.2,5666068,1724381.8,1.7025024E7,0,4.028598E7,1.2313077E7,2.5083068E7,1.7089026E7,1.261577E7,9806178,2.432121E7,1.5506865E7
P30040,ERP29,261,Homo sapiens,Endoplasmic reticulum resident protein 29,9.7670304E7,9.599528E7,4.0963652E7,5.2629396E7,5.178714E7,4.5503556E7,2.574953E7,4.9330288E7,4.027216E7,2.2411782E7,3.6928632E7,5.3615536E7,4.2481028E7,1.6190315E7,5.3451484E7,6.846984E7,4.2138252E7,7.1080728E7,4.2018604E7,5.4448884E7,3.3397304E7,9.3346248E7,1.878629E7,2.0427876E7,4.3911648E7,1.7258796E7,3.0987292E7,1.2172581E7,1.9154756E7,2.4195528E7,5.7681664E7,6.73168E7,4.2980104E7,4.0510804E7,4.3510632E7,2.5668732E7,2.656428E7,2.5743316E7
P30041,PRDX6,224,Homo sapiens,Peroxiredoxin-6,4.22806208E8,3.16945056E8,1.17979448E8,1.97878224E8,1.82570272E8,1.45049536E8,9.8469512E7,2.68586048E8,1.49414752E8,9.5207472E7,1.36019696E8,2.0019416E8,1.355276E8,3.8360344E7,1.64888304E8,2.57989328E8,1.37402208E8,2.47128608E8,2.53207792E8,1.10502744E8,8.2630584E7,2.3404912E8,7.5484E7,1.80276896E8,1.165492E8,5.4469944E7,3.488098E7,5.3609712E7,1.73801584E8,6.8032096E7,1.10685808E8,4.77420096E8,6.4500371E8,8.3546736E7,1.46650752E8,2.54459952E8,1.14647776E8,9.8229792E7
P30043,BLVRB,206,Homo sapiens,Flavin reductase (NADPH),1.3705584E8,1.4378632E8,4.6181004E7,9.1911304E7,1.08351768E8,8.7582928E7,3.403122E7,1.07443024E8,6.9374672E7,3.3600872E7,6.6236268E7,7.603148E7,2.781339E7,1.002302E7,9.7949176E7,1.01786392E8,9.1454152E7,1.26658936E8,5.2567028E7,3.080433E7,7951870,7.0208544E7,1.8513112E7,9.3308536E7,9.1801816E7,2.9373804E7,1.5994822E7,2.5326446E7,5.7664212E7,4.1942152E7,1.17859272E8,5.1329168E7,2.69310464E8,7.7312128E7,3.0379598E7,8.6058576E7,8.7340584E7,3.4238956E7
P30044,PRDX5,214,Homo sapiens,"Peroxiredoxin-5, mitochondrial",7.0640984E7,7.251708E7,3.8559696E7,4.889244E7,3.1398756E7,5.1140908E7,1.8125324E7,5.6018952E7,4.0750344E7,2.8922198E7,2.9068202E7,4.5320112E7,2.5379586E7,1.2587366E7,3.9151896E7,5.048698E7,3.518908E7,5.4934992E7,7.0957648E7,5.4497324E7,2.8942938E7,6.1256504E7,3.4235236E7,2.6697262E7,4.209762E7,2.7726638E7,2.655437E7,2.0294834E7,3.1446006E7,7.3497632E7,8.0383512E7,1.20051992E8,9.9168928E7,4.4582652E7,3.5226392E7,6.9634E7,5.9423436E7,3.4463752E7
P30046,DDT,118,Homo sapiens,D-dopachrome decarboxylase,6.8518024E7,1.50740416E8,6.5850812E7,8.4569888E7,1.03727552E8,5.151176E7,3.0404132E7,1.81818736E8,7.9195496E7,1.9599476E7,8.9648824E7,4.1344032E7,3.903676E7,2.2934832E7,4.094532E7,1.33728848E8,3.1739328E7,4.5941924E7,1.56167472E8,2.4402372E7,1.812297E7,1.29749808E8,3.2877794E7,4.8892552E7,5.1572008E7,2.5543624E7,1.1223014E7,1.8866494E7,2.0047144E7,1.4522542E7,1.9553604E7,2.2977632E8,6.7286976E7,3.4259236E7,2.6191706E7,1.8239284E7,2.5406814E7,6.19603E7
P30047,GCHFR,84,Homo sapiens,GTP cyclohydrolase 1 feedback regulatory protein,1.5900614E7,1.6102052E7,6358024.5,9390430,9191975,7878492.5,4243479,1.1920628E7,7212771.5,2888546.8,8769466,9986556,4883058,1177385.1,9955355,1.4276753E7,1.0009101E7,1.6503449E7,9765255,2106335.2,609730.1,4665664,3657716,6514347.5,7228646.5,1827213.1,1113504.2,471055.22,2951725.5,0,6964758,1.3281402E7,654694.5,3555260,1269709,952285.2,6833009,2086292.1
P30048,PRDX3,256,Homo sapiens,"Thioredoxin-dependent peroxide reductase, mitochondrial",1.16934248E8,9.0047288E7,4.3702724E7,5.459192E7,5.4831188E7,4.6318188E7,1.5429913E7,6.036186E7,5.143248E7,3.4708996E7,5.3728264E7,6.56877E7,4.8227876E7,1.1365367E7,6.272892E7,7.4413296E7,3.0302916E7,7.2320816E7,6.5576172E7,5.460832E7,3.6921756E7,4.2269276E7,3.6762732E7,2.9921934E7,6.7888192E7,1.9678188E7,4.50664E7,1.330523E7,3.81788E7,3.0463866E7,1.1056524E8,1.25532464E8,5.7480288E7,8.1205808E7,4.9550408E7,5.651778E7,4.971734E7,5.7671236E7
P30049,ATP5F1D,168,Homo sapiens,"ATP synthase F(1) complex subunit delta, mitochondrial",1.6526041E7,9310029,6316275,6370550,6778794,5327724,3090262.2,8516509,7255898,4075055,6348835,7239249.5,5883760.5,3256685,1.0821811E7,1.2353416E7,9984295,8072783,9439736,1.6014203E7,2380862.5,2221863,6949757,5264665.5,4372431,3406904.5,3363729.5,2994108.5,3212862.5,6700293.5,7755572,4869611.5,9774070,5067885.5,9046076,5786732,5498234.5,3685221.8
P30050,RPL12,165,Homo sapiens,Large ribosomal subunit protein uL11,1.1003285E7,1.2066114E7,5686195,5336466,8571324,7425439.5,3945833.5,1.0522282E7,6497706,4111688,6578969,1.0000514E7,4843445.5,2748487.5,4450439,6748717,5704393,1.184225E7,5461584.5,1.908668E7,3648616.8,9536230,7860069,1.14931E7,1.0317155E7,6238448.5,3900884.5,6176337,6895973,9327647,1.6505306E7,3.3798652E7,1.9420126E7,7616923.5,6712895,1.2350344E7,7944593,9270995
P30084,ECHS1,290,Homo sapiens,"Enoyl-CoA hydratase, mitochondrial",2.98487424E8,3.6883888E8,1.32688376E8,2.918536E8,2.02208208E8,1.56082256E8,9.01204E7,2.788328E8,1.85721792E8,1.58578048E8,1.52400976E8,2.65223456E8,1.27721264E8,5.1641088E7,1.79850528E8,1.5280016E8,1.5814344E8,1.7871048E8,2.09161424E8,7.0384864E7,3.357564E7,5.4724328E7,3.322481E7,9.4559744E7,1.14521784E8,4.1390556E7,6.3526624E7,2.373072E7,1.48611792E8,2.9408538E7,2.44290384E8,6.4475036E7,2.27684912E8,1.58662064E8,1.06701784E8,4.4871568E7,1.22806088E8,9.3433976E7
P30085,CMPK1,196,Homo sapiens,UMP-CMP kinase,5.567206E7,5.4676504E7,1.4107937E7,1.8144528E7,3.2515386E7,2.6011746E7,1.388546E7,4.228044E7,2.0431682E7,1.7546166E7,2.8410754E7,2.92238E7,1.0041995E7,8535730,2.7960054E7,4.1155312E7,1.6328043E7,4.2115788E7,4.2141268E7,2.7398436E7,7668479.5,5.7119832E7,1.653813E7,3.332844E7,2.7282752E7,2.0979648E7,4886198,1.8800738E7,2.0422374E7,1.332127E7,1.6654493E7,2.423014E7,3.995616E7,3.159178E7,9392319,2.4996784E7,3.6618044E7,2.1514308E7
P30086,PEBP1,187,Homo sapiens,Phosphatidylethanolamine-binding protein 1,1.00314874E9,9.1558605E8,4.4252512E8,6.0827898E8,6.0782925E8,5.7572589E8,2.84946208E8,8.4986701E8,5.11225728E8,3.13461344E8,4.2326432E8,5.9837171E8,2.49848176E8,1.224042E8,5.408279E8,1.00779437E9,5.02027392E8,1.00144115E9,9.2442688E8,2.40910192E8,1.42285968E8,5.6097491E8,2.618336E8,3.61464384E8,6.4636288E8,1.30629952E8,5.03728E7,1.08793328E8,5.06195456E8,1.41680832E8,7.7157101E8,7.0875987E8,1.56931085E9,5.5963885E8,1.30331032E8,2.44053776E8,5.5846618E8,2.85272576E8
P30101,PDIA3,505,Homo sapiens,Protein disulfide-isomerase A3,3.3855616E8,4.64197056E8,2.07924624E8,1.68948128E8,2.5185904E8,2.50706336E8,1.15793824E8,2.39469168E8,2.3780104E8,1.38641168E8,2.45122224E8,2.1879824E8,1.35503488E8,9.1445416E7,2.04760896E8,2.83151776E8,1.91746592E8,3.61625408E8,1.32045152E8,4.80187072E8,5.2492624E8,5.683927E8,1.49301136E8,2.50721216E8,3.33981024E8,2.24788752E8,1.08311952E8,1.86321856E8,2.51520768E8,2.6218592E8,3.79917216E8,9.324032E8,5.5500045E8,2.2380528E8,2.37820832E8,1.43463136E8,1.98696352E8,1.68786896E8
P30153,PPP2R1A,589,Homo sapiens,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,4423211,1.5225352E7,4490912,7635354.5,5396141.5,1.0356653E7,3160258.8,9596501,7060839,4072985.8,6558439.5,7566384,3323284.5,2068883.5,3004590,2170305.5,4727985,3972751.5,1468968.8,9308802,1.3681255E7,1.1169874E7,6086713.5,8878166,9798207,5048796.5,4124314.8,6852948,5001810,1.4438535E7,1.0916475E7,3.0072484E7,3.0429776E7,5479076,5706085.5,1.1126703E7,8194123,6671571
P30154,PPP2R1B,601,Homo sapiens,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,372328.9,2548063.5,0,0,0,392054.72,0,0,754008.94,0,117104.34,0,0,114796.84,234605.39,0,329179.78,354722.8,0,0,158981.27,0,312721.38,0,1081601.9,267891.6,0,0,958925.6,244613.66,655376.75,537978.6,0,0,0,0,0,947700.06
P30273,FCER1G,86,Homo sapiens,High affinity immunoglobulin epsilon receptor subunit gamma,0,575710.8,0,0,0,0,0,0,0,33962.027,98456.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20210.477,0,0,44868.324,0,244080.38,0,47387.22,0,458266.3,0,0
P30405,PPIF,207,Homo sapiens,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",5172283.5,5640959.5,2180144.5,6584687,2562496.5,3893438.2,2339579.8,8124161,3515518.2,4043137.5,917817.25,4672969.5,2654013.8,1017646,3007415.8,3972181.2,2157366.2,3799576,6829106.5,5801454.5,4124660,1478820,2494972.2,939124.9,4757354,1714650.5,2138245,1395757.9,4700653.5,5940954,4663256,6218456,5634456.5,7328755.5,3576840.2,2375794.2,7960185,3015314.8
P30419,NMT1,496,Homo sapiens,Glycylpeptide N-tetradecanoyltransferase 1,967535.6,1821112.2,580669.5,431165.16,1154912,651219.25,0,1069512.9,147630.81,124252,421621.06,980786.7,0,0,515301.34,863111.94,607454.3,1859258.8,729479.6,1718629,206814.4,3775604.2,1701784.2,3036510,720527.25,803416.75,600208.5,575070.5,776204.9,2347219.5,3369332.2,5932201,6046739,168330.19,652491.7,1.0660338E7,936798.2,1576225.8
P30511,HLA-F,346,Homo sapiens,"HLA class I histocompatibility antigen, alpha chain F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965297.94,0,0,0,22279.17,0,0,0,0,0,0,0,0
P30519,HMOX2,316,Homo sapiens,Heme oxygenase 2,591801.2,0,533518.2,0,897302.25,1780828.1,406049.12,0,294860.94,140497,369335.06,874743.2,0,124460.34,112212.68,0,809825,296045.78,0,1981766.2,798917,0,0,5218927.5,309189.38,608594.06,141638.03,149936.16,169720.52,1756768.4,6032184.5,1213430.1,0,730128.4,1039229.1,3081224.5,1046740.6,997368.56
P30520,ADSS2,456,Homo sapiens,Adenylosuccinate synthetase isozyme 2,0,1761829.8,481947.44,659423.4,315464.53,0,0,800961.9,841918.9,370386.56,584474.9,819782.94,277856.56,192099.52,0,269401.7,182611.69,316889.22,376147.16,1265496.2,5363421,3544877,708890.5,906887.75,1331941,368081.8,506733.44,1265425.4,727888.06,1523004,0,8415543,3654576.2,257490,421148.28,3144592.8,509484.16,395160.56
P30533,LRPAP1,357,Homo sapiens,Alpha-2-macroglobulin receptor-associated protein,3209003.5,332217.9,387164.25,264706.03,948916.56,433777.16,231051.2,415263.44,313079.62,228897.97,420417.56,384713.6,166129.77,182478.34,1152539.8,1933994.4,588926.75,1643107.2,258980.9,1201678.6,1792200.6,1168331.2,652340,871815.75,541156.75,1129355.2,344331.56,243203.34,495117.5,2909581.8,1505619.1,2993995.8,1414829.8,587261.7,1262707,1109220,297959.34,573532.75
P30566,ADSL,484,Homo sapiens,Adenylosuccinate lyase,571022.44,4729353.5,1574273.1,2581120.2,2634646.5,1956344.5,1202585.6,3037173,3333909.8,1179698.5,1980132.8,2861891.5,1054140.5,659827.25,914654.2,552846.06,908629.5,1181984.5,729081.5,3260841.2,5737241,6316200,3653128,681516.2,3516423.8,1858416.2,1795070.9,1863965.8,2198349.8,2763573,3302016,2.0355076E7,5213766,2089311.9,563113.4,1974317.9,2473320,1619636.2
P30613,PKLR,574,Homo sapiens,Pyruvate kinase PKLR,7.3972656E7,1.05840064E8,4.2916756E7,1.1234444E8,4.0908608E7,5.5600832E7,3.7849388E7,1.38756016E8,4.8922888E7,3.2152464E7,2.5709458E7,7.9021072E7,4.301302E7,1.7700486E7,5.2409608E7,5.8751992E7,3.0279826E7,4.7756692E7,8.4103576E7,1.1218234E7,1.2600674E7,1.28908728E8,1.8205532E7,3.9652816E7,4.609712E7,2.330494E7,1.544199E7,7.4067312E7,1.03433456E8,2.5488356E7,9.1513832E7,3.12974304E8,1.89730336E8,8.388208E7,3743093.2,2.82724E7,5.7632564E7,2.2863728E7
P30622,CLIP1,1438,Homo sapiens,CAP-Gly domain-containing linker protein 1,0,0,0,0,0,0,30398.117,0,0,0,0,0,0,0,0,0,0,0,0,0,112895.69,765760.75,149150.89,0,0,0,0,98128.37,0,1336645.2,0,358514.84,775280.8,615407.4,0,553271.75,0,0
P30626,SRI,198,Homo sapiens,Sorcin,601369.94,692113.56,246625.98,135674.4,231313.2,357303.47,221723.64,178570.66,289394.84,127729.44,498492.62,383690.2,334858.34,190260.34,259570.33,369433.25,382530.1,418187.84,0,0,1980836.8,205148.47,0,628372.4,469556.03,0,0,707665.7,397146.06,2546151.8,695620.9,776529.8,928682.9,133998.94,0,296374.7,556441.06,0
P30711,GSTT1,240,Homo sapiens,Glutathione S-transferase theta-1,3.8397248E7,2.2421044E7,1.0868395E7,2.4351794E7,1.6706217E7,1.4593339E7,7577657,1.2760606E7,1.289146E7,1.3407179E7,331839.6,3.6850364E7,7943101,3441565,1.5411516E7,2.0325358E7,1.749662E7,3.7961552E7,419051.44,1.623054E7,1155047,1.2830869E7,4608809,2.7447872E7,1.4289915E7,3271747.2,926460.6,3598043.2,8338065,1008441.1,3.3651052E7,1.783927E7,2.8812666E7,9327595,0,1.0489661E7,2.806385E7,197137.97
P30740,SERPINB1,379,Homo sapiens,Leukocyte elastase inhibitor,2.3779028E7,2.0246244E7,9197424,7279257.5,9143375,1.8018968E7,6351861,7524161,1.4214539E7,4566962,1.1230941E7,1.3243827E7,5500249,6838297,8012497,1.4872753E7,1.0466442E7,2.1377224E7,9510585,4.2453396E7,4.2740176E7,9567719,1.9794224E7,2.9897476E7,1.6269901E7,2.4877276E7,8549245,1.754642E7,5344620,1.6377621E7,2.0245874E7,8.3596168E7,4.7284368E7,1.6675523E7,1.4293501E7,3.4667996E7,3.4218428E7,1.5011532E7
P30837,ALDH1B1,517,Homo sapiens,"Aldehyde dehydrogenase family 1 member B1, mitochondrial",1.20934896E8,1.60228384E8,4.5253564E7,1.48891088E8,6.3461816E7,2.5020438E7,4.16295E7,1.74101632E8,1.21144568E8,2.3310974E7,5.1788996E7,1.14105576E8,7.2440272E7,4.0908304E7,5.1120076E7,1.01748584E8,2.19427E7,7.4192432E7,1.00760624E8,3.5523764E7,1.5803191E7,6301238.5,4.6257932E7,4.3392252E7,1.8365426E7,4646651.5,6.5876768E7,2.6636766E7,1.119225E7,2.8930134E7,1.55294016E8,5.0475592E7,5.1674552E7,7.6693184E7,6.8651776E7,2.0435428E7,1.8894712E7,1.7093114E7
P30838,ALDH3A1,453,Homo sapiens,"Aldehyde dehydrogenase, dimeric NADP-preferring",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14034824E8,4970101.5,39899.2,1.2579812E7,0,0,0,1.05091936E8,0,3.2516106E7,3735071,0,5.5087228E7,62181.383,0
P30876,POLR2B,1174,Homo sapiens,DNA-directed RNA polymerase II subunit RPB2,0,0,0,0,0,642782.44,0,139676.08,345535,0,386419.97,0,0,131071.59,0,0,0,0,0,1743539.8,1298898.4,1017862.94,551359.8,525822.9,0,688713.1,0,911619,457335.28,1085768.8,843628.94,3645204.2,1309500.4,0,810537.44,856330.8,330091.3,424641.66
P30990,NTS,170,Homo sapiens,Neurotensin/neuromedin N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116746.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31040,SDHA,664,Homo sapiens,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",2.1534298E7,1.24301416E8,3.4810912E7,7.4273608E7,6.5485812E7,6.325578E7,2.7562862E7,6.1829252E7,7.7649288E7,3.79409E7,5.0535004E7,6.2422176E7,2.457331E7,1.4204448E7,2.3899306E7,1.7251256E7,3.1966248E7,2.541088E7,3.1549524E7,5.9974148E7,9116974,2.5569552E7,3.599636E7,3.900148E7,4.643128E7,1.0707508E7,1.5643053E7,1.774364E7,4.1863152E7,1.6029005E7,3.636752E7,3.2803058E7,9.257752E7,3.5057204E7,6.6505108E7,3.0025374E7,5.334296E7,3.2409106E7
P31146,CORO1A,461,Homo sapiens,Coronin-1A,2089602.6,1.4676773E7,2245989.2,2806958.8,6911101.5,1.748546E7,4509748.5,3286402.8,1844431.1,484591.72,3329154.8,4385849,1014649.1,3003706.5,112450.7,1562469.1,2390182.5,3325505,475167.9,2.0020466E7,7964930.5,133483.05,2378473,9681219,7764811,5248968,967180.1,1.2096867E7,1550995.2,9323357,1742939,1.6452796E7,6208456.5,2863692.8,1952056.9,1.6031792E7,8834048,8808534
P31150,GDI1,447,Homo sapiens,Rab GDP dissociation inhibitor alpha,3788285,1.2224222E7,2698553.8,2886084,3666647,7831096,1986496.9,2562497,4021602,1356820.8,3257140.2,4332877,2018994.1,1155363.9,1350874.4,2701493,3205578.5,2903288.5,1014167.4,9869309,8950146,1.3993978E7,4740202,1.9255406E7,1.2140621E7,3733708.8,2740067.8,6827484.5,4516084,2.172591E7,8957007,1.4920938E7,3.048264E7,6483239.5,6131253,1.4053122E7,9786679,1.0304072E7
P31153,MAT2A,395,Homo sapiens,S-adenosylmethionine synthase isoform type-2,3880053.5,6170170.5,2553202.5,1707462.5,3230743,4903711.5,1483699.8,3113418.5,1211000.8,1244399.8,2769368.2,3392248.2,1947530.2,872092.5,2082463.5,1701144,2911274.5,2348706,1139366.6,5521235.5,4701669,8282673,2492131.5,3196086.2,4365511,3219820.2,1326245.8,2126668.5,2028594.2,3538533.8,2180374.8,1.0427732E7,6539839.5,3286853,439804.72,1616603.4,5844658.5,1665576.5
P31323,PRKAR2B,418,Homo sapiens,cAMP-dependent protein kinase type II-beta regulatory subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542103.4,0,0,0,0,0,0,0,0
P31327,CPS1,1500,Homo sapiens,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",1.4415936E9,5.3902397E9,2.65051802E9,4.22099482E9,4.4422548E9,3.53617331E9,2.04553741E9,4.00828006E9,6.1969132E9,2.64855578E9,3.70544768E9,4.3050061E9,3.28711475E9,8.4844928E8,1.76709773E9,9.6544224E8,3.36045824E9,1.7376864E9,1.4776535E9,4.5394227E9,7.9914256E7,2.56816614E9,5.2743188E9,1.29324288E9,2.49948954E9,1.42011104E8,3.0502624E8,9.0185382E8,2.24181299E9,9888407,2.10276378E9,1.04830989E9,6.3262992E7,1.2342304E9,8.309931E9,2.96826701E9,9.3866918E8,1.28612518E9
P31350,RRM2,389,Homo sapiens,Ribonucleoside-diphosphate reductase subunit M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343737.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P31431,SDC4,198,Homo sapiens,Syndecan-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78255.84,0,0,0,0,0,1131877.5,0,0,0,0,0,53649.555
P31512,FMO4,558,Homo sapiens,Dimethylaniline monooxygenase [N-oxide-forming] 4,0,1697167.8,201804.33,729046,911884.75,245203.67,167372.02,0,140313.28,204338.23,665763.44,432169.94,128756.69,157562.83,74088.29,72689.625,367738.72,0,0,727724.4,0,56671.79,130333.43,111675.945,364682.62,363036,0,0,676604.6,0,2359124.5,0,1495860,212772.88,0,525534.75,946150.6,542734.06
P31513,FMO3,532,Homo sapiens,Flavin-containing monooxygenase 3,7498896,4.68977E7,3.4747212E7,2.5241862E7,4.9053908E7,5.4416148E7,3.3029196E7,9709367,3.513814E7,2.2562268E7,2.8761864E7,8.935716E7,5.9585384E7,1.2332426E7,5432667.5,2974673.5,5.0786424E7,3762856.5,1399574,4765720,188193.7,2992802.5,1046618.06,1.5891189E7,2.817549E7,2.424351E7,1140540.9,1.1019797E7,1.1704412E7,0,1.21259552E8,1.460691E7,6.2554876E7,5.5546516E7,6471610,2.6382472E7,4.6438644E7,3.686962E7
P31689,DNAJA1,397,Homo sapiens,DnaJ homolog subfamily A member 1,4888825,6386188.5,2755148.8,2243455.5,4717451.5,4724381,2535587,3434624.2,3972139.2,2623003.5,3555081.8,4464542,850611.44,883637.06,3534417.5,4925362.5,3674058.5,4918008,3222927.5,4471006,3631152,6850550.5,4405257,6581648.5,6630676,2620734,4677222.5,2474869,2570723.5,4111414.5,7728079,1.1772101E7,9408663,2874064.8,5042317.5,1.3832766E7,2502737.8,3713778
